"","unitid","year","fips","opeid","inst_name_fsa","loan_type","loan_recipients_unitid","num_loans_disbursed_unitid","num_loans_originated_unitid","value_loans_originated_unitid","value_loan_disbursements_unitid","loan_recipients_opeid","num_loans_disbursed_opeid","num_loans_originated_opeid","value_loans_originated_opeid","value_loan_disbursements_opeid","allocation_flag","combined_flag","other_assoc_opeids"
"3919",199847,2011,"North Carolina","00297800","WAKE FOREST UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3920",199847,2011,"North Carolina","00297800","WAKE FOREST UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3921",199856,2011,"North Carolina","00484400","WAKE TECHNICAL COMMUNITY COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",4018,6668,4308,12556236,12198226,4018,6668,4308,12556236,12198226,"No","No",""
"3922",199856,2011,"North Carolina","00484400","WAKE TECHNICAL COMMUNITY COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",3420,5769,3647,14369806,14291794,3420,5769,3647,14369806,14291794,"No","No",""
"3923",199856,2011,"North Carolina","00484400","WAKE TECHNICAL COMMUNITY COLLEGE","Direct Loan Parent PLUS",26,41,28,185235,179985,26,41,28,185235,179985,"No","No",""
"3924",199856,2011,"North Carolina","00484400","WAKE TECHNICAL COMMUNITY COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3925",199856,2011,"North Carolina","00484400","WAKE TECHNICAL COMMUNITY COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3926",199856,2011,"North Carolina","00484400","WAKE TECHNICAL COMMUNITY COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3927",199856,2011,"North Carolina","00484400","WAKE TECHNICAL COMMUNITY COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3928",199865,2011,"North Carolina","00297900","WARREN WILSON COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",506,902,509,1998597,1982209,506,902,509,1998597,1982209,"No","No",""
"3929",199865,2011,"North Carolina","00297900","WARREN WILSON COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",459,820,461,1393557,1372716,459,820,461,1393557,1372716,"No","No",""
"3930",199865,2011,"North Carolina","00297900","WARREN WILSON COLLEGE","Direct Loan Parent PLUS",111,194,113,1474725,1445887,111,194,113,1474725,1445887,"No","No",""
"3931",199865,2011,"North Carolina","00297900","WARREN WILSON COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3932",199865,2011,"North Carolina","00297900","WARREN WILSON COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3933",199865,2011,"North Carolina","00297900","WARREN WILSON COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3934",199865,2011,"North Carolina","00297900","WARREN WILSON COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3935",199892,2011,"North Carolina","00298000","WAYNE COMMUNITY COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",328,515,328,933863,933845,328,515,328,933863,933845,"No","No",""
"3936",199892,2011,"North Carolina","00298000","WAYNE COMMUNITY COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",225,380,225,821741,820641,225,380,225,821741,820641,"No","No",""
"3937",199892,2011,"North Carolina","00298000","WAYNE COMMUNITY COLLEGE","Direct Loan Parent PLUS",1,2,1,5000,5000,1,2,1,5000,5000,"No","No",""
"3938",199892,2011,"North Carolina","00298000","WAYNE COMMUNITY COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3939",199892,2011,"North Carolina","00298000","WAYNE COMMUNITY COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3940",199892,2011,"North Carolina","00298000","WAYNE COMMUNITY COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3941",199892,2011,"North Carolina","00298000","WAYNE COMMUNITY COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3942",199908,2011,"North Carolina","00298200","WESTERN PIEDMONT COMMUNITY COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",657,1324,657,1864217,1864217,657,1324,657,1864217,1864217,"No","No",""
"3943",199908,2011,"North Carolina","00298200","WESTERN PIEDMONT COMMUNITY COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",284,603,284,1035604,1035604,284,603,284,1035604,1035604,"No","No",""
"3944",199908,2011,"North Carolina","00298200","WESTERN PIEDMONT COMMUNITY COLLEGE","Direct Loan Parent PLUS",0,0,0,0,0,0,0,0,0,0,"No","No",""
"3945",199908,2011,"North Carolina","00298200","WESTERN PIEDMONT COMMUNITY COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3946",199908,2011,"North Carolina","00298200","WESTERN PIEDMONT COMMUNITY COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3947",199908,2011,"North Carolina","00298200","WESTERN PIEDMONT COMMUNITY COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3948",199908,2011,"North Carolina","00298200","WESTERN PIEDMONT COMMUNITY COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3949",199926,2011,"North Carolina","00298300","WILKES COMMUNITY COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",421,752,421,1368245,1366495,421,752,421,1368245,1366495,"No","No",""
"3950",199926,2011,"North Carolina","00298300","WILKES COMMUNITY COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",203,378,203,656583,656081,203,378,203,656583,656081,"No","No",""
"3951",199926,2011,"North Carolina","00298300","WILKES COMMUNITY COLLEGE","Direct Loan Parent PLUS",0,0,0,0,0,0,0,0,0,0,"No","No",""
"3952",199926,2011,"North Carolina","00298300","WILKES COMMUNITY COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3953",199926,2011,"North Carolina","00298300","WILKES COMMUNITY COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3954",199926,2011,"North Carolina","00298300","WILKES COMMUNITY COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3955",199926,2011,"North Carolina","00298300","WILKES COMMUNITY COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3956",199953,2011,"North Carolina","00484500","WILSON COMMUNITY COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",233,353,233,684354,683653,233,353,233,684354,683653,"No","No",""
"3957",199953,2011,"North Carolina","00484500","WILSON COMMUNITY COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",79,128,79,262029,261542,79,128,79,262029,261542,"No","No",""
"3958",199953,2011,"North Carolina","00484500","WILSON COMMUNITY COLLEGE","Direct Loan Parent PLUS",0,0,0,0,0,0,0,0,0,0,"No","No",""
"3959",199953,2011,"North Carolina","00484500","WILSON COMMUNITY COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3960",199953,2011,"North Carolina","00484500","WILSON COMMUNITY COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3961",199953,2011,"North Carolina","00484500","WILSON COMMUNITY COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3962",199953,2011,"North Carolina","00484500","WILSON COMMUNITY COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3963",199962,2011,"North Carolina","00298500","WINGATE UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",989,1903,1046,3932814,3932113,989,1903,1046,3932814,3932113,"No","No",""
"3964",199962,2011,"North Carolina","00298500","WINGATE UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",1112,2452,1352,4035100,4022481,1112,2452,1352,4035100,4022481,"No","No",""
"3965",199962,2011,"North Carolina","00298500","WINGATE UNIVERSITY","Direct Loan Parent PLUS",530,1046,559,4249866,4178527,530,1046,559,4249866,4178527,"No","No",""
"3966",199962,2011,"North Carolina","00298500","WINGATE UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3967",199962,2011,"North Carolina","00298500","WINGATE UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3968",199962,2011,"North Carolina","00298500","WINGATE UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3969",199962,2011,"North Carolina","00298500","WINGATE UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3970",199971,2011,"North Carolina","03570300","CAROLINA CHRISTIAN COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",38,83,43,162805,157555,38,83,43,162805,157555,"No","No",""
"3971",199971,2011,"North Carolina","03570300","CAROLINA CHRISTIAN COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",25,63,31,133052,130051,25,63,31,133052,130051,"No","No",""
"3972",199971,2011,"North Carolina","03570300","CAROLINA CHRISTIAN COLLEGE","Direct Loan Parent PLUS",0,0,0,0,0,0,0,0,0,0,"No","No",""
"3973",199971,2011,"North Carolina","03570300","CAROLINA CHRISTIAN COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3974",199971,2011,"North Carolina","03570300","CAROLINA CHRISTIAN COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3975",199971,2011,"North Carolina","03570300","CAROLINA CHRISTIAN COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3976",199971,2011,"North Carolina","03570300","CAROLINA CHRISTIAN COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3977",199999,2011,"North Carolina","00298600","WINSTON-SALEM STATE UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",4057,8009,4412,16965608,16305814,4057,8009,4412,16965609,16305814,"No","No",""
"3978",199999,2011,"North Carolina","00298600","WINSTON-SALEM STATE UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",3887,8266,4554,15419646,14673329,3887,8266,4554,15419646,14673329,"No","No",""
"3979",199999,2011,"North Carolina","00298600","WINSTON-SALEM STATE UNIVERSITY","Direct Loan Parent PLUS",428,908,475,3272836,3211314,428,908,475,3272836,3211314,"No","No",""
"3980",199999,2011,"North Carolina","00298600","WINSTON-SALEM STATE UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3981",199999,2011,"North Carolina","00298600","WINSTON-SALEM STATE UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3982",199999,2011,"North Carolina","00298600","WINSTON-SALEM STATE UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3983",199999,2011,"North Carolina","00298600","WINSTON-SALEM STATE UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3984",200004,2011,"North Carolina","00298100","WESTERN CAROLINA UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",3839,6964,4116,14210407,14190508,3839,6964,4116,14210407,14190508,"No","No",""
"3985",200004,2011,"North Carolina","00298100","WESTERN CAROLINA UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",3962,7586,4453,14380410,14313474,3962,7586,4453,14380410,14313474,"No","No",""
"3986",200004,2011,"North Carolina","00298100","WESTERN CAROLINA UNIVERSITY","Direct Loan Parent PLUS",1274,2448,1378,9661062,9509219,1274,2448,1378,9661062,9509219,"No","No",""
"3987",200004,2011,"North Carolina","00298100","WESTERN CAROLINA UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3988",200004,2011,"North Carolina","00298100","WESTERN CAROLINA UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3989",200004,2011,"North Carolina","00298100","WESTERN CAROLINA UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3990",200004,2011,"North Carolina","00298100","WESTERN CAROLINA UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3991",244437,2011,"Georgia","00156200","GEORGIA PERIMETER COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",8883,16873,9967,28074996,25554364,8883,16873,9967,28074996,25554363,"No","No",""
"3992",244437,2011,"Georgia","00156200","GEORGIA PERIMETER COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",7487,14640,8645,26848816,24188668,7487,14640,8645,26848815,24188667,"No","No",""
"3993",244437,2011,"Georgia","00156200","GEORGIA PERIMETER COLLEGE","Direct Loan Parent PLUS",47,83,49,182949,182008,47,83,49,182949,182008,"No","No",""
"3994",244437,2011,"Georgia","00156200","GEORGIA PERIMETER COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3995",244437,2011,"Georgia","00156200","GEORGIA PERIMETER COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3996",244437,2011,"Georgia","00156200","GEORGIA PERIMETER COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3997",244437,2011,"Georgia","00156200","GEORGIA PERIMETER COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"3998",248794,2011,"Georgia","00562100","SOUTHERN CRESCENT TECHNICAL COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",0,0,0,0,0,1203,2656,1325,3419631,3316127,"Yes","No",""
"3999",248794,2011,"Georgia","00562100","SOUTHERN CRESCENT TECHNICAL COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",0,0,0,0,0,863,1927,951,2349647,2277567,"Yes","No",""
"4000",248794,2011,"Georgia","00562100","SOUTHERN CRESCENT TECHNICAL COLLEGE","Direct Loan Parent PLUS",0,0,0,0,0,0,0,0,0,0,"Yes","No",""
"4001",248794,2011,"Georgia","00562100","SOUTHERN CRESCENT TECHNICAL COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",""
"4002",248794,2011,"Georgia","00562100","SOUTHERN CRESCENT TECHNICAL COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",""
"4003",248794,2011,"Georgia","00562100","SOUTHERN CRESCENT TECHNICAL COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",""
"4004",248794,2011,"Georgia","00562100","SOUTHERN CRESCENT TECHNICAL COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",""
"4005",251260,2011,"Alabama","00104000","SOUTHERN UNION STATE COMMUNITY COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",1293,2740,1470,3710645,3655676,1293,2740,1470,3710645,3655676,"No","No",""
"4006",251260,2011,"Alabama","00104000","SOUTHERN UNION STATE COMMUNITY COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",891,1932,1036,2469212,2436386,891,1932,1036,2469212,2436386,"No","No",""
"4007",251260,2011,"Alabama","00104000","SOUTHERN UNION STATE COMMUNITY COLLEGE","Direct Loan Parent PLUS",20,39,21,78541,80790,20,39,21,78541,80790,"No","No",""
"4008",251260,2011,"Alabama","00104000","SOUTHERN UNION STATE COMMUNITY COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"4009",251260,2011,"Alabama","00104000","SOUTHERN UNION STATE COMMUNITY COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"4010",251260,2011,"Alabama","00104000","SOUTHERN UNION STATE COMMUNITY COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"4011",251260,2011,"Alabama","00104000","SOUTHERN UNION STATE COMMUNITY COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"4012",364593,2011,"Georgia","02580100","IVERSON INSTITUTE","Subsidized Direct Loan&ndash,Undergraduate",192,317,200,477183,388883,192,317,200,477183,388883,"No","No",""
"4013",364593,2011,"Georgia","02580100","IVERSON INSTITUTE","Unsubsidized Direct Loan&ndash,Undergraduate",161,264,169,674066,555044,161,264,169,674066,555044,"No","No",""
"4014",364593,2011,"Georgia","02580100","IVERSON INSTITUTE","Direct Loan Parent PLUS",7,10,7,36099,24191,7,10,7,36099,24191,"No","No",""
"4015",364593,2011,"Georgia","02580100","IVERSON INSTITUTE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"4016",364593,2011,"Georgia","02580100","IVERSON INSTITUTE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"4017",364593,2011,"Georgia","02580100","IVERSON INSTITUTE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"4018",364593,2011,"Georgia","02580100","IVERSON INSTITUTE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"4019",365091,2011,"Georgia","02520000","INTERNATIONAL SCHOOL OF SKIN AND NAILCARE","Subsidized Direct Loan&ndash,Undergraduate",265,484,268,668016,668008,265,484,268,668016,668008,"No","No",""
"4020",365091,2011,"Georgia","02520000","INTERNATIONAL SCHOOL OF SKIN AND NAILCARE","Unsubsidized Direct Loan&ndash,Undergraduate",213,394,215,677165,672880,213,394,215,677165,672880,"No","No",""
"4021",365091,2011,"Georgia","02520000","INTERNATIONAL SCHOOL OF SKIN AND NAILCARE","Direct Loan Parent PLUS",3,6,3,12778,12480,3,6,3,12778,12480,"No","No",""
"4022",365091,2011,"Georgia","02520000","INTERNATIONAL SCHOOL OF SKIN AND NAILCARE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"4023",365091,2011,"Georgia","02520000","INTERNATIONAL SCHOOL OF SKIN AND NAILCARE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"4024",365091,2011,"Georgia","02520000","INTERNATIONAL SCHOOL OF SKIN AND NAILCARE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"4025",365091,2011,"Georgia","02520000","INTERNATIONAL SCHOOL OF SKIN AND NAILCARE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"4026",366465,2011,"Georgia","03030000","OGEECHEE TECHNICAL COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",783,1347,789,2280906,2277030,783,1347,789,2280906,2277030,"No","No",""
"4027",366465,2011,"Georgia","03030000","OGEECHEE TECHNICAL COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",682,1142,691,1904666,1890454,682,1142,691,1904666,1890454,"No","No",""
"4028",366465,2011,"Georgia","03030000","OGEECHEE TECHNICAL COLLEGE","Direct Loan Parent PLUS",0,0,0,0,0,0,0,0,0,0,"No","No",""
"4029",366465,2011,"Georgia","03030000","OGEECHEE TECHNICAL COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"4030",366465,2011,"Georgia","03030000","OGEECHEE TECHNICAL COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"4031",366465,2011,"Georgia","03030000","OGEECHEE TECHNICAL COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"4032",366465,2011,"Georgia","03030000","OGEECHEE TECHNICAL COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"4033",366535,2011,"Alabama","02605500","REMINGTON COLLEGE - MOBILE CAMPUS","Subsidized Direct Loan&ndash,Undergraduate",3574,7352,4122,11811048,11216704,3574,7352,4122,11811048,11216704,"No","No",""
"4034",366535,2011,"Alabama","02605500","REMINGTON COLLEGE - MOBILE CAMPUS","Unsubsidized Direct Loan&ndash,Undergraduate",3323,7251,4037,17013624,16396866,3323,7251,4037,17013623,16396866,"No","No",""
"4035",366535,2011,"Alabama","02605500","REMINGTON COLLEGE - MOBILE CAMPUS","Direct Loan Parent PLUS",272,648,326,1830996,1693460,272,648,326,1830996,1693460,"No","No",""
"4036",366535,2011,"Alabama","02605500","REMINGTON COLLEGE - MOBILE CAMPUS","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"4037",366535,2011,"Alabama","02605500","REMINGTON COLLEGE - MOBILE CAMPUS","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"4038",366535,2011,"Alabama","02605500","REMINGTON COLLEGE - MOBILE CAMPUS","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"4039",366535,2011,"Alabama","02605500","REMINGTON COLLEGE - MOBILE CAMPUS","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"4040",368911,2011,"Georgia","03066500","SOUTHEASTERN TECHNICAL COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",745,1560,774,2194842,1891777,745,1560,774,2194842,1891777,"No","No",""
"4041",368911,2011,"Georgia","03066500","SOUTHEASTERN TECHNICAL COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",536,1167,573,2049472,1800693,536,1167,573,2049472,1800693,"No","No",""
